"name","bggName","id"
"Scheibenkleister","Scheibenkleister","129695"
"Der isses!","Der Isses!","6191"
"Jenga","Jenga","2452"
"Die Legende von Andor","Die Legenden von Andor – Garz der Handelszwerg","208334"
"Zwergentrio","Zwergentrio","110104"
"Puzzle Bauernhof","UNKNOWN","-1"
"Puzzle Baustelle","UNKNOWN","-1"
"Go & Go-Bang","Go & Go Bang Turnier","188"
"Make 'n' break Party","Make 'n' Break Party","129952"
"10 Tage durch Deutschland","10 Tage durch Deutschland","130598"
"Doggie Bones","Doggie Bones","87468"
"Bim Bamm!","Bim Bamm!","126749"
"Zählspaß","Zählspaß","131499"
"Gregs Tagebuch","Gregs Tagebuch: 10 Sekunden Balla Balla","153426"
"Gänsespiel","Gänsespiel","2785"
"Yedo","Yedo","117915"
"Was ist da los?","Was ist da los?","131508"
"Spielhaus","Spielhaus","10613"
"Das versunkene Logik-Land","Das versunkene Logik-Land","130615"
"Wettstreit im Hexenwald","Wettstreit im Hexenwald","130627"
"Pferde & Ponys","Pferde & Ponys","133425"
"Rory`s Story Cubes MAX","UNKNOWN","-1"
"Jungle Speed","Jungle Speed","8098"
"Pit, such mit!","Pit, such mit!","172978"
"A weekend in New York","A Weekend in New York","136631"
"Der verzauberte Turm","Der verzauberte Turm","130792"
"Pim Pam Pet Revanche","Pim Pam Pet: Revanche","129556"
"Auf der Flucht","Auf der Flucht","128627"
"Konsensus","Konsensus","108396"
"Pro & Contra","Pro & Contra","148742"
"Tödliches Alpenglühen","Mörderische Dinnerparty: Tödliches Alpenglühen","181970"
"Activity professional!","Activity professional!","41894"
"Ratespaß auf Reisen","Ratespaß auf Reisen","212449"
"Kipp X","KIPP X","129751"
"Caro","Caro","133524"
"Hanabi","Hanabi","98778"
"Völkerschlacht bei Leipzig 1813","UNKNOWN","-1"
"Fädelspiel - Auf dem Land","Fädelspiel: Auf dem Land","157505"
"Mimikri","Mimikri","20951"
"Find Monty","Find Monty!","149551"
"Sunflower","Sally the Sunflower","31862"
"Flori Colori","Flori Colori","132101"
"Sissi","Schnell, Prinzessin Sissi!","171520"
"Rondo","Rondo","5209"
"Madagascar Catan Junior","Catan Junior Madagascar","140743"
"Memo Essen","UNKNOWN","-1"
"Alles was fährt","UNKNOWN","-1"
"Move & Twist","Move & Twist","142437"
"Flieg mit, kleine Eule!","Flieg mit, kleine Eule!","94483"
"Länder Europas","Länder Europas","131485"
"Dominion","Dominion","36218"
"Das lustige Tietz-Unterhaltungsspiel","UNKNOWN","-1"
"Kreuz & Quer","Kreuz & Quer","35067"
"Der grosse Wurf","Der grosse Wurf","123570"
"Lakota","Lakota","39332"
"Klaus die Maus entdeckt den Wald","UNKNOWN","-1"
"Colorio","Colorio","53557"
"Hier wohne ich","Hier wohne ich","10369"
"Big-Bobby-Car","Das Big Bobby Car Spiel","37105"
"Allgemein-Wissen für Kinder","Allgemein-Wissen für Kinder","105055"
"Baobab","Baobab","127134"
"Black stories - Sex and Crime Edition","Black Stories: Sex and Crime Edition","127648"
"Qwirkle","Qwirkle","25669"
"Star Wars","Star Wars","146712"
"Spinnengift und Krötenschleim","Spinnengift und Krötenschleim","118051"
"Liliput","Liliput","128199"
"Sprich und Spiel mit Bello","UNKNOWN","-1"
"Mix Fix","Mix Fix","127515"
"Logix","UNKNOWN","-1"
"Alles was fliegt","UNKNOWN","-1"
"Alles was fährtt","UNKNOWN","-1"
"Ubongo Junior","Ubongo Junior","118568"
"Was passt wohin?","Was passt wohin?","177240"
"Waka Waka","Waka Waka","118025"
"Captain Kidd","Captain Kidd","128123"
"Stühle stapeln XXL","UNKNOWN","-1"
"Der Maulwurf schaut genau","Der Maulwurf schaut genau","218241"
"Meine Farben und Formen","UNKNOWN","-1"
"Mausgetrixt","Mausgetrixt","126159"
"Reflexx!","Reflexx!","127442"
"Quiz Taxi","Quiz Taxi","32001"
"Komm mit in Millys Lernzoo","Komm mit in Millys Lernzoo","132488"
"Lese-Schatz","UNKNOWN","-1"
"Flossen hoch!","Flossen hoch!","118698"
"Vegas","Vegas","1255"
"Zirkus Stapelix","Zirkus Stapelix","93442"
"Targi","Targi","118048"
"Die kleinen Drachenritter","Die kleinen Drachenritter","124378"
"Monsterquatsch","Monsterquatsch","131506"
"Märchenmemo","UNKNOWN","-1"
"UNO junior","UNO Junior","20952"
"Flinker Willi","Flinker Willi","118082"
"Eiskalt erwischt!","Eiskalt erwischt!","131475"
"Burg Klettermax","Burg Klettermax","131477"
"Uno","UNO","2223"
"Mammut Mambo","Mammut Mambo","90102"
"Anlaute erkennen: Vokale A, E, I, O, U, Au, Eu, Ei","UNKNOWN","-1"
"Tohu Wabohu","Tohu Wabohu: Bij de beesten af!","90172"
"Carré","Carré","103640"
"Mastermind","Mastermind","2392"
"Monopoly","Monopoly","1406"
"Super Farmer","Super Farmer","17557"
"Der Eiserne Thron","Der eiserne Thron","6472"
"Rommé","El Alamein: Rommel at Alam El Halfa","194454"
"Ein Wochenende in Berlin","Ein Wochenende in Berlin","119270"
"Aktivierungsquartett","UNKNOWN","-1"
"52 Ideen für kleine Naturforscher","UNKNOWN","-1"
"7wonders","UNKNOWN","-1"
"Spaß am Rechnen","Spaß am Rechnen","175524"
"Schneck Schneck","Schneck Schneck","110840"
"Der Formenkobold","UNKNOWN","-1"
"Schlängeln","Schlängeln","103645"
"In Deutschland unterwegs","In Deutschland unterwegs","103865"
"Eselsbrücke","Eselsbrücke","90009"
"Wo ist mein Futter?","Wo ist mein Futter?","104781"
"Bären-Spiel","Bären-Spiel","4586"
"Der Grüffelo","Der Grüffelo: Alles wird gut!","147567"
"Twister","Twister","5894"
"Zicke Zacke Hühnerkacke","Zicke Zacke Hühnerkacke","3570"
"Das Elektronik - Labyrinth","Das Elektronik Labyrinth","103883"
"Nobody is perfect kompakt","Nobody Is Perfect: Kompakt","90167"
"Lancaster","Lancaster","96913"
"Der Wortwal","Der Wortwal","72348"
"Zatre","Zatre","2938"
"Kingdom Builder","Kingdom Builder","107529"
"Monopoly","Monopoly","1406"
"Monopoly Junior","Monopoly Junior","5339"
"Schach","3er Schach","22367"
"Economy Schach","UNKNOWN","-1"
"Booray!","Booray","48867"
"Qwirkle","Qwirkle","25669"
"Logo - Das große Spiel der Marken","Logo: das große Spiel der Marken","64204"
"Finito!","Finito!","34166"
"Memory","Memory","7688"
"","UNKNOWN","-1"
"Berufe Memory","UNKNOWN","-1"
"Burst","Burst","25818"
"Good friends?","Good friends?","514"
"Dreck am Stecken","Dreck am Stecken","105137"
"Linq","Linq","11945"
"Tabu","Tabu","7106"
"Was klotzt Du?","Was klotzt du?","99561"
"Yes & No","Yes & No","109240"
"Activity Lifestyle","Activity Lifestyle","129987"
"Dominion","Dominion","36218"
"Black stories - funny death edition","Black Stories Funny Death Edition","96345"
"4 gewinnt","4 gewinnt","2719"
"Der Grüffelo","Der Grüffelo: Alles wird gut!","147567"
"Voll in Fahrt","Voll in Fahrt","83157"
"Würfelwichtel","Meine ersten Spiele: Würfelwichtel","108424"
"Da ist der Wurm drin","Da ist der Wurm drin","91671"
"Die Legende von Skull & Roses","UNKNOWN","-1"
"Offboard","Offboard","89951"
"BITS","BITS","89668"
"Der Herr der Ringe","Der Herr der Ringe","823"
"Uluru","Uluru","90870"
"Mieses Karma","Mieses Karma","90375"
"Knopf Mau Mau","Knopf Mau Mau","114876"
"Das große Tier-Rätsel","Das große Tier-Rätsel","90692"
"ABC-Karussell","ABC-Karussell","128960"
"Banana Jump","Banana Jump","93551"
"Das große Kullern","Das große Kullern","92591"
"Molly Mief","Molly Mief","91492"
"Monster-Falle","Monster-Falle","98122"
"Schusselhexe","Schusselhexe","92879"
"Bobby Sitter","Bobby Sitter","38981"
"Avanti","Avanti","91668"
"Krawall vorm Stall","Krawall vorm Stall","82037"
"Juwelenjagd","Juwelenjagd","107031"
"Blockers!","Blockers!","29073"
"Charade","Charade","61796"
"Cluedo","Cluedo","1294"
"Schlag den Raab","Schlag den Raab: Blamieren oder Kassieren","75736"
"Triominos de Luxe","Triominos De Luxe","4040"
"Das große Familien-Quiz","Das große Familien-Quiz","110491"
"Spiel des Wissens","Compact Spiel des Wissens","8983"
"Spiel des Wissens","Compact Spiel des Wissens","8983"
"Das große Welt der Wunder Wissensspiel","Das große Welt der Wunder Wissensspiel","88051"
"Activity Countdown","Activity Countdown","114145"
"Ein Mann, ein Spiel","Ein Mann. Ein Spiel.","105152"
"Das Geheimnis von Monte Cristo","Das Geheimnis von Monte Cristo","90190"
"Fiesling","Fiesling","97757"
"Der Hobbit","Der Hobbit","83629"
"Navegador","Navegador","66589"
"Lern-Spiel-Sammlung","Lern-Spiel-Sammlung","111984"
"Bamboleo","Bamboleo","293"
"Meine erste Brainbox ABC","Meine erste Brainbox ABC","66364"
"Fahrzeuge","Das Kindergarten-Wörterspiel: Fahrzeuge","114948"
"Würfelmania! 2","WÜRFELmania! 2","127052"
"Cars 2 Super Race 1000 Kilometer","UNKNOWN","-1"
"Benjamin Blümchen Berufe-Lotto","UNKNOWN","-1"
"Der Maulwurf und sein Lieblingsspiel","Der Maulwurf und sein Lieblingsspiel","69275"
"Auf Beutezug!","Auf Beutezug!","104811"
"Funny Friends - Duo","Funny Friends Duo","11519"
"Die Siedler von Catan","Die Siedler von Catan","13"
"Bob the Builder - Memory","Bob the Builder Memory Game","7688"
"Last word","Last Word","1960"
"Forty Two","Forty Two","105192"
"Terry Prachett Scheibenwelt","UNKNOWN","-1"
"Black stories - real crime edition","Black Stories Real Crime Edition","57052"
"Lieselotte teilt aus","Lieselotte teilt aus","104783"
"Elfer raus! Master","Elfer raus! Master","108862"
"Casa Grande","Casa Grande","103877"
"Big Five","Big Five","89403"
"Artefakt","Artefakt","99707"
"Yakari","Yakari Memory","7688"
"Ein Tag auf dem Reiterhof","Ein Tag auf dem Reiterhof","126073"
"Erwischt","Eiskalt erwischt!","131475"
"SpongeBob Schwammkopf Labyrinth","SpongeBob Schwammkopf Labyrinth","1219"
"Bagan","Bagan","4031"
"Auf die Birne","Auf die Birne","91664"
"Bibi & Tina","Bibi & Tina: Das große Rennen","224980"
"23 Aufsteigend... Ablegen","UNKNOWN","-1"
"Ententeich","Ententeich","98835"
"Jäger der Nacht","Jäger der Nacht","24068"
"Arschbombe","Arschbombe","91655"
"Nicht Ja, nicht nein","Nicht Ja, Nicht Nein","115435"
"Tohuwabohu","Tohuwabohu","93044"
"Wollmilchsau","Wollmilchsau","108158"
"Cars 2 Super Race","Super Race: Cars 2","590"
"Gregs Tagebuch - Stinke Käse","UNKNOWN","-1"
"Prinzessin Lillifee - Ein Fest für das Einhorn","Prinzessin Lillifee: Ein Fest für das Einhorn","129800"
"Die Brücke am Rio D'oro!","Die Brücke am Rio D'Oro","103638"
"Phase 10 Junior","Phase 10 junior","215038"
"Kalimambo","Kalimambo","108157"
"Tschak!","TSCHAK!","104377"
"Tante Trudels Trödel","Tante Trudels Trödel","108156"
"Bonbons","Bonbons","104376"
"Fuchs & fertig","Fuchs & fertig","108155"
"Lieselotte lauert","Lieselotte lauert","104782"
"Wettlauf auf der Weide","UNKNOWN","-1"
"Wer Wo Was","Wer Wo Was: Male das!","19201"
"Star Wars: Angriff der Rebellen","Star Wars: Angriff der Rebellen","103922"
"Hattari","Hattari","102181"
"Jahreszeiten","Jahreszeiten","112008"
"DaTonni","UNKNOWN","-1"
"5 vor 12","5 vor 12","118247"
"Baumhaus-Party","Baumhaus-Party","104796"
"Durch das Jahr","Durch das Jahr","104803"
"Regenbogen-Land","Regenbogen-Land","41470"
"Ab in den Stall","Ab in den Stall","132352"
"Von früh bis spät","Von früh bis spät","104802"
"Tabu junior","Tabu Junior","8998"
"Tierisch auf Zack!","Tierisch auf Zack","104777"
"Repello","Repello","88464"
"Zuhause","Kindergarten-Wörterspiel: Zuhause","114952"
"Super Rhino!","Super Rhino!","91514"
"Kulami","Kulami","108831"
"Freitag","Freitag","43570"
"Mogelmotte","UNKNOWN","-1"
"Miss Lupun","Miss Lupun…und das Geheimnis der Zahlen","93555"
"Schnappt Hubi!","Schnappt Hubi!","92644"
"Schlaue Köpfchen","Schlaue Köpfchen","94455"
"Das magische Labyrinth","Das magische Labyrinth","46701"
"Der verflixte Zaubertrank","Der verflixte Zaubertrank","95231"
"Hol's der Geier!","Hol's der Geier","175"
"Geistermühle","Geistermühle","94596"
"Expedition Dino","Expedition Dino","91440"
"Die pfiffige Cosel","UNKNOWN","-1"
"Pyjamaparty","Pyjamaparty","102671"
"Meine ersten Spiele - mein Tag","Meine ersten Spiele: Mein Tag","111975"
"Mein allererstes Memory","Ravensburger ministeps: Mein allererstes memory","7688"
"Mit Köpfchen","Die Maus: Mit Köpfchen","40066"
"Quelf","Quelf","19370"
"Black stories - 3","Black Stories 3","26054"
"Uno H2O to go","UNKNOWN","-1"
"Skip-Bo","Skip-Bo","1269"
"Was gehört zusammen?","Was gehört zusammen?","133425"
"Was gehört zusammen?","Was gehört zusammen?","133425"
"Hasen-Hosen","Hasen-Hosen","85242"
"Kraken-Alarm","Kraken-Alarm","66825"
"Viva Topo!","Viva Topo!","8195"
"Schweinebande","Schweinebande","64675"
"Fünf Tierfreunde","Fünf Tierfreunde","108673"
"Ratz Fatz - Ich und Du","UNKNOWN","-1"
"Ratz Fatz in Bewegung","Ratz Fatz in Bewegung","128505"
"Ratz Fatz - Buchstaben","Ratz Fatz Buchstaben","65106"
"Ratz Fatz in den Kindergarten","Ratz Fatz in den Kindergarten","85038"
"Hexenduell","Hexenduell","67018"
"Zählelefant","UNKNOWN","-1"
"Nuschel doch mal","UNKNOWN","-1"
"Dreiste Geister","Dreiste Geister","69821"
"Busy Bee","Busy Bee","18459"
"Kim & Tim","Kim & Tim","75807"
"Zahlen - Das Memo Spiel","UNKNOWN","-1"
"Mauseschlau & Bärenstark","Mauseschlau & Bärenstark Abenteuer unter Wasser","179736"
"Duden - einfach klasse in Mathematik","UNKNOWN","-1"
"Andere Länder andere Sitten","Andere Länder, Andere Sitten!","75955"
"Samarkand","Samarkand","364"
"Keltis","Keltis","34585"
"Jäger und Sammler","Jäger und Sammler","65568"
"Schlag den Raab","Schlag den Raab: Blamieren oder Kassieren","75736"
"Sorry! Bahn frei","Sorry! Bahn frei","37196"
"Perudo","Perudo","45"
"Die verbotene Insel","Die verbotene Insel","65244"
"Grand Cru","Grand Cru","75212"
"Campos","Campos","78247"
"Mord im Arosa","Mord im Arosa","80006"
"Level X","Level X","63975"
"Numeri","Numeri","11215"
"Drachenherz","Drachenherz","66171"
"Die Bar-Bolz-Bande","Die Bar-Bolz-Bande: Das Kartenspiel","84723"
"Magicus","Magicus","99820"
"Hands up","Hands Up","5014"
"Avatar Labyrinth","Avatar Labyrinth","1219"
"Basti Bär hilft seinen Freunden","Basti Bär hilft seinen Freunden","95005"
"Gitti Giraffe","Gitti Giraffe","103388"
"Ball der Prinzessin","Ball der Prinzessin","107299"
"1000 und ein Schatz","1000 und ein Schatz","93997"
"Grimaffen","Grimaffen","99316"
"Plateau X","Plateau X","79216"
"Gut gefragt ist halb gewonnen","Gut gefragt ist halb gewonnen","129482"
"High Five!","High Five!","69205"
"Matrose Ahoi!","Matrose Ahoi!","110105"
"Take it or leave it","Take It or Leave It","12312"
"Party Alarm","Party Alarm","102037"
"A la carte - Dessert","A la carte: Dessert","85851"
"Raus die Maus!","Raus die Maus","82027"
"Just 4 fun colours","Just 4 Fun Colours","66590"
"Himmel, A... und Zwirn!","Himmel, A... und Zwirn!","65590"
"Turi-Tour","Turi-Tour","65599"
"Bauen & Stapeln Zoolino","Bauen & Stapeln Zoolino","86031"
"Whatzizz??","Whatzizz??","68891"
"Gute Nacht","Gute Nacht","19276"
"Flinke Füchse","Flinke Füchse","72751"
"Formenpuzzle Farm","UNKNOWN","-1"
"Heckmeck Junior","Heckmeck Junior","66797"
"Zählefant","Zählefant","130047"
"Dominion","Dominion","36218"
"Magors Lesezauber","Magors Lesezauber","112897"
"Reise durch die Jahreszeiten","Reise durch die Jahreszeiten","110146"
"Abenteuer Tierwelt","Abenteuer Tierwelt","156"
"Die Englisch Detektive","Die Englisch Detektive","107371"
"Schwarzer Freitag","Schwarzer Freitag","39242"
"Gefährlich ehrlich!","Gefährlich Ehrlich","75326"
"SOS Wildwasser","SOS Wildwasser","95066"
"Safranito","Safranito","66849"
"Qwirkle","Qwirkle","25669"
"Geistesblitz","Geistesblitz","12280"
"Ausgerechnet Honolulu","Ausgerechnet Honolulu","91425"
"Flinke Stinker","Flinke Stinker","66799"
"Kugelhund","Kugelhund","85478"
"Coco Schnipp","Coco Schnipp","90997"
"Pips & Betsy","Pips & Betsy","111231"
"Emmi","Emmi","111306"
"Bella Blümchen","Bella Blümchen","91512"
"Angelspaß","Angelspaß","36344"
"Tastomino","Tastomino","91992"
"Legolino","UNKNOWN","-1"
"Strauß voraus!","Strauß voraus!","54507"
"Schatz-Alarm!","Schatz-Alarm!","70331"
"Boxxy","Boxxy","83163"
"Rosenkönig","Rosenkonig","201"
"Buzz it!","Buzz It!","69582"
"Asara","Asara","72991"
"Rummikub Junior","Junior Rummikub","13169"
"Kunterbunte Autorelli","Kunterbunte Autorelli","81838"
"Die Fürsten von Catan","Die Fürsten von Catan","66056"
"Bezzerwizzer","Bezzerwizzer","32441"
"Kingdom Builder","Kingdom Builder","107529"
"Dominion","Dominion","36218"
"Bilderwürfel Pepito","UNKNOWN","-1"
"Kullerei mit Drachenei","Kullerei mit Drachenei","102670"
"Das Geheimnis der Zahleninsel","Das Geheimnis der Zahleninsel","175421"
"Adjektive: Gegensatzpaare","UNKNOWN","-1"
"Burg Drachengold","Burg Drachengold","99821"
"Schatz der Kobolde","Schatz der Kobolde","67037"
"Conni im Kindergarten","Conni im Kindergarten","34330"
"Erfindungen","Anno Domini: Erfindungen","3137"
"Wortissimo","Wortissimo","102601"
"Die Tore der Welt","Die Tore der Welt","43528"
"Stefan Marquard's Küchenlatein","Stefan Marquards Küchenlatein","38911"
"Blue stories","Blue Stories","43042"
"Pink Stories","Pink Stories","43044"
"Weiberabend","UNKNOWN","-1"
"Viaggio in Italia","Viaggio in Italia","11313"
"Ratz Fatz in das Märchenland","Ratz Fatz in das Märchenland","128507"
"DiXit","Dixit","39856"
"Make 'n' break challenge","Make 'n' Break CHALLENGE","42188"
"Muh & Mäh","Muh & Mäh","59225"
"Shaun das Schaf: Köttel-Alarm","Shaun das Schaf: Köttel-Alarm","43819"
"Kannst du Rechnen?","Kannst Du Rechnen?","131850"
"Welt der Bücher","Welt der Bücher","62576"
"Fits","Fits","10565"
"Die kleine Raupe Nimmersatt","Die kleine Raupe Nimmersatt (Das Spiel)","29653"
"Concerto Grosso","Concerto Grosso","999"
"Ratz Fatz Zahlen","Ratz Fatz Zahlen","128506"
"Kennst du die Jahreszeiten?","UNKNOWN","-1"
"Kleiner Magier","UNKNOWN","-1"
"Odysseas Adventures","UNKNOWN","-1"
"Englisch, das Memo-Spiel","UNKNOWN","-1"
"Zoowaboo","Zoowaboo","40935"
"Babbm Heimor","UNKNOWN","-1"
"Abc, das Memo-Spiel","UNKNOWN","-1"
"Callisto","Callisto","24613"
"Wolkenbilder","Wolkenbilder","40960"
"Kipp Kipp, Ahoi!","Kipp, Kipp, Ahoi!","11974"
"Otti Panzerotti!","Otti Panzerotti","39389"
"Zicke Zacke Igelkacke","Zicke Zacke Igelkacke","3570"
"Dame, Mühle","Mühle und Dame","96628"
"Welt der Weine","Welt der Weine","14989"
"Halma","Halma","38950"
"Europareise","Europareise","27374"
"Im Wandel der Zeit","Im Wandel der Zeitalter: Ein neue Geschichte der Zivilisation","182028"
"Space Alert","Space Alert","38453"
"Wissens-Quiz","Wissens-Quiz","116164"
"Dominion","Dominion","36218"
"Gerda Gacker","Gerda Gacker","43176"
"Ubongo 3-D","Ubongo Junior 3-D","217229"
"Logeo ratio 2","UNKNOWN","-1"
"Prinzessin Lillifee Obstkörbchen","UNKNOWN","-1"
"Die Säulen der Erde - Duell der Baumeister","Die Säulen Der Erde: Duell der Baumeister","40831"
"Kunststück","Kunststück","40967"
"Europa","Europa","173370"
"1, 2, 3 ... ich komme!","1, 2, 3 ... ich komme!","45823"
"Labyrinth - Das Duell","Labyrinth: Das Duell","42195"
"Pandemie","Pandemie","30549"
"WWF Naturquiz - Rätsel, Rekorde, Sensationen","WWF Naturquiz   Rätsel, Rekorde, Sensationen","128952"
"Finca","Finca","40628"
"Kannst du das ABC?","Kannst du das ABC?","72229"
"Die goldene Stadt","Die Goldene Stadt","40770"
"Sicher zur Schule","Sicher zur Schule","61535"
"WWF Naturquiz - Wunder der Natur","WWF Naturquiz: Wunder der Natur","128950"
"Einfach stark","Einfach Stark!","3977"
"Islas Canarias","Islas Canarias","40370"
"Die drei ??? [Fragezeichen] - Das verfluchte Schloss","UNKNOWN","-1"
"Würfel Wölfe","UNKNOWN","-1"
"Memo-Krimi","Think: Kids – Memo-Krimi","114531"
"Kennst du die Uhr?","Kosmolino: Kennst Du die Uhr?","65771"
"WWF Naturquiz","WWF Naturquiz   Rätsel, Rekorde, Sensationen","128952"
"Gehirn-Jogging","Gehirn-Jogging","116165"
"Wort-Schatz","Think: Wort-Schatz","91758"
"Shaun das Schaf - Das Rennen der Lämmer","Shaun das Schaf: Das Rennen der Lämmer","41537"
"Klaus die Maus entdeckt das Jahr","Klaus die Maus entdeckt das Jahr","81707"
"Atlantis","Atlantis","868"
"Wilde Wikinger machen fette Beute","Wilde Wikinger Machen Fette Beute","59224"
"MauseSause","MauseSause","65595"
"A la carte","A la carte","217"
"Diego Drachenzahn","Diego Drachenzahn","59223"
"Monstermania","Monstermania","26434"
"Identik","Identik","22348"
"Cobra Twist","UNKNOWN","-1"
"Willi und die Wunder dieser Welt","Willi und die Wunder dieser Welt","137126"
"Compatibility","Compatibility","2604"
"Wissens-Quiz für Kinder, 3 bis 5 Jahre","UNKNOWN","-1"
"Wissens-Quiz für Kinder, 5 bis 7 Jahre","UNKNOWN","-1"
"Triovision","Triovision","35472"
"DITO","Dito","22045"
"Deutschlandreise","Deutschlandreise","6787"
"Blitzmerker","Blitzmerker","43279"
"Tobago","Tobago","42215"
"Alcazar","Alcazar","992"
"Die kleine Raupe Nimmersatt","Die kleine Raupe Nimmersatt (Das Spiel)","29653"
"Dresden-Memo","UNKNOWN","-1"
"Mauseschlau & Bärenstark","Mauseschlau & Bärenstark Abenteuer unter Wasser","179736"
"City-Memo Chemnitz","UNKNOWN","-1"
"Die Kinder von Carcassonne","Die Kinder von Carcassonne","41010"
"Das magische Labyrinth","Das magische Labyrinth","46701"
"Vampire der Nacht","Vampire der Nacht","57349"
"Wendy - Im Galopp","Wendy: Im Galopp","43256"
"Maori","Maori","13651"
"Mathematik - Mein Trainingsspiel 1. Schuljahr","Die kleinen Lerndrachen: Mein Trainingsspiel 1. Schuljahr Mathematik","59779"
"Lesen - Mein Trainingsspiel 1. Schuljahr","Die kleinen Lerndrachen: Mein Trainingsspiel 1. Schuljahr – Lesen","65773"
"Der Name der Rose","Der Name der Rose","35488"
"Spielesammlung","300 Spielesammlung","96628"
"Zack & Pack","Zack & Pack","37120"
"Wir spielen Einkaufen","Wir spielen Einkaufen","40352"
"Karawane","Karawane","940"
"Connie kommt in die Schule","UNKNOWN","-1"
"Happy Farm","Happy Farm","57059"
"Meschugge","Meschugge","5885"
"Schau genau!","Der Maulwurf schaut genau","218241"
"black stories - das Spiel","Black Stories Junior: Das Spiel","127653"
"Carcassonne - MayFlower","Carcassonne Mayflower","34615"
"Risiko","Risiko","181"
"Privacy 2","Privacy 2","38062"
"Bärenbande","Bärenbande","21856"
"Geistertreppe","Geistertreppe","12346"
"Auf die Schätze, fertig, los","Auf die Schätze, fertig, los!","35865"
"Gemblo","Gemblo","19427"
"Toledo","Toledo","34599"
"Gegen den Wind","Gegen den Wind","38743"
"Laura auf Reisen","Lauras Stern: Auf Reisen","42788"
"Mein erstes Was fliegt denn da?","UNKNOWN","-1"
"Schnappburg","Schnappburg","39008"
"Batavia","Batavia","35248"
"Serendipity","Serendipity","34655"
"Make 'n' break","Make 'n' Break","10206"
"UNO Extreme","Uno Extreme","2818"
"Fauna","Fauna","16230"
"Welt der guten Küche","Welt der guten Küche","34540"
"Jamaica","Jamaica","28023"
"Hase und Igel","Hase und Igel","361"
"Zur Kasse bitte!","Zur Kasse bitte!","15335"
"Papa Schwein lädt ein","UNKNOWN","-1"
"Spitz, pass auf","Spitz Pass Auf","3727"
"On Top","On Top","35468"
"Ohne dich ist alles doof","Ohne Dich ist alles doof","2322"
"Kennen Sie Di?","Kennen Sie Di?","38388"
"Cro-Magnon","Cro-Magnon","32107"
"Beppo","Beppo der Bock","27948"
"Bonnie and Clyde","Bonnie and Clyde","16320"
"Tintenherz","Tintenherz","27712"
"Duomino Pepito","Duomino Pepito","31111"
"Kamisado","Kamisado","38545"
"Verdrehte Sprichwörter","Verdrehte Sprichwörter","42189"
"Globalissimo","Globalissimo","35179"
"Mensch ärgere Dich nicht","Flipper Mensch ärgere Dich nicht","2136"
"Die hängenden Gärten","Die hängenden Gärten","34707"
"Pingo Tour","Pingo Tour","36728"
"Billy Biber","Billy Biber","50458"
"Triovision","Triovision","35472"
"Sachsen Reise","Eine Reise durch Sachsen","126551"
"Blox","Blox","17544"
"Code Omega","Code Omega","33984"
"Stone age","Stone Age","34635"
"Keltis","Keltis","34585"
"Fädelzoo","Fädelzoo","38274"
"Wilde Wikinger","Wilde Wikinger","35812"
"Fladdera-Datsch","Fladdera-Datsch","37307"
"Die kleinen Regentropfen","Die kleinen Regentropfen","36732"
"Die Knoblauch-Vampire","Die Knoblauch-Vampire","35813"
"Billy Biber","Billy Biber","50458"
"Vineta - Atlantis des Nordens","UNKNOWN","-1"
"Hab & Gut","Hab & Gut","38863"
"Das Spiel der Namen","Das Spiel der Namen","39325"
"Bibi Blocksberg und das Geheimnis der blauen Eulen","Bibi Blocksberg und das Geheimnis der blauen Eulen!","16128"
"Keltis","Keltis","34585"
"Der Name der Rose","Der Name der Rose","35488"
"Professor Pünschge","Professor Pünschge","39020"
"Let's Music!","Let's Music!","31884"
"ego","Ego","10497"
"Grimassimix","Grimassimix","54641"
"Curli Kuller","Curli Kuller","38437"
"Farbenzwerge","Farbenzwerge","41304"
"Ab ins Bett, Nils!","Ab ins Bett, Nils!","41297"
"Käseklau","Käseklau!","34381"
"Der Mondbär","UNKNOWN","-1"
"Rio Grande","Rio Grande","60872"
"Die Siedler von Catan - Deutschland Edition","Die Siedler von Catan: Deutschland-Edition","38749"
"Die kleine Raupe Nimmersatt","Die kleine Raupe Nimmersatt (Das Spiel)","29653"
"Klaus die Maus","Bauer Klaus und die Maus","11164"
"Dominion","Dominion","36218"
"LetraMix","Letramix","6873"
"Party Alias","Party Alias","43530"
"Sprichwortbox","UNKNOWN","-1"
"Mein neues Leben","Mein neues Leben","113071"
"Fluch der Mumie","Fluch der Mumie","36648"
"Katz & Maus","Katz & Maus","182384"
"4 erste Spiele","4 erste Spiele","2094"
"Ein bisschen Mord muss sein","Ein bisschen Mord muss sein","29805"
"Scrabble junior","Scrabble Junior","2318"
"Indianer","Indianer","133425"
"Pettersson und Findus - Ein Feuerwerk für den Fuchs","UNKNOWN","-1"
"Kids im Straßenverkehr","UNKNOWN","-1"
"Kakerlakensalat","Kakerlakensalat","32341"
"Der Dativ ist dem Genitiv sein Tod","Der Dativ ist dem Genitiv sein Tod","25429"
"Das verrückte Schimpfwörter-ABC","Das verrückte Schimpfwörter-ABC","60199"
"Nanu?","Nanu?","30951"
"Auf Achse","Auf Achse","110"
"Klecksolino","Picco Klecksolino","38516"
"Die freche Sprech-Hexe","Die freche Sprech-Hexe","30723"
"Fröhlich oder traurig... wie zeigst du Gefühle?","UNKNOWN","-1"
